timestamp,ran_ue_id,cell_id,dl_bitrate,ul_bitrate,dl_tx,ul_tx,dl_retx,ul_retx,pusch_snr,epre,ul_phr,ul_path_loss,p_ue,dl_mcs,ul_mcs,turbo_decoder_min,turbo_decoder_avg,turbo_decoder_max,cqi,ri,initial_ta
2025-02-05 18:07:04,5,1,43125,66150,18,17,2,0,15.8,-99.2,38,66.9,-15,13.6,4.2,1,1.579,3,11,2,5
2025-02-05 18:07:04,3,1,1200,0,1,0,0,0,5.6,-108.8,38,68.8,-15,25,15,2,5
2025-02-05 18:07:04,2,1,68212,8712,13,6,0,0,3.4,-111.5,38,70.4,-15,23,1.2,2,2.167,3,15,2,5
2025-02-05 18:07:05,5,1,51712,76487,21,18,4,0,12.2,-102.3,38,65.2,-15,14.4,4.8,1,1.65,3,11,2,5
2025-02-05 18:07:05,3,1,3265750,71125,56,14,0,0,8.2,-107.8,38,70.1,-14,25.6,2.3,1,2.071,5,15,2,5
2025-02-05 18:07:05,2,1,73987,11737,14,7,1,0,3.4,-112,38,70.4,-15,23,1.3,2,2.143,3,15,2,5
2025-02-05 18:07:05,5,1,48981,67939,19,19,1,0,13.8,-100.3,38,70.3,-14,14.4,4.8,1,1.714,4,11,2,5
2025-02-05 18:07:05,3,1,5522290,12800,66,8,4,0,10,-106.5,38,70.1,-14,25.1,2.9,1,1.75,3,15,2,5
2025-02-05 18:07:05,2,1,71866,8109,14,5,0,0,6,-110,38,72.4,-15,23,2.4,2,2.4,3,15,2,5
2025-02-05 18:07:06,5,1,3051793,186569,65,31,3,0,12.5,-102.1,38,65,-15,14.7,5.5,1,1.816,5,10,2,5
2025-02-05 18:07:06,3,1,2921,0,1,0,0,0,10,-106.5,38,70.1,-14,24,15,2,5
2025-02-05 18:07:06,2,1,67333,6969,12,5,0,0,0.7,-113.1,38,72.8,-15,23,2.6,3,3.4,4,15,2,5
2025-02-05 18:07:07,5,1,48737,64962,19,16,0,0,15.1,-99.2,38,69,-14,14,5.5,1,1.778,3,11,2,5
2025-02-05 18:07:07,3,1,1100,0,1,0,0,0,10,-106.5,38,70.1,-14,24,4,15,2,5
2025-02-05 18:07:07,2,1,65925,9312,12,6,0,0,3,-111.4,38,68.6,-15,23,0.3,2,2,2,15,2,5
2025-02-05 18:07:07,5,1,49962,74750,21,17,2,0,14,-101,38,67.2,-14,14.4,5.1,1,1.789,3,11,2,5
2025-02-05 18:07:07,3,1,18025,4387,5,3,0,0,10.1,-107.1,38,70.7,-15,24,4,1,1.333,2,15,2,5
2025-02-05 18:07:07,2,1,75887,11837,12,7,0,0,4.1,-110.8,38,70.4,-15,23,1,2,2.143,3,15,2,5
2025-02-05 18:07:08,5,1,45675,68887,17,18,2,0,10.7,-104.3,38,68.2,-14,14.2,4.6,1,1.7,3,11,2,5
2025-02-05 18:07:08,3,1,3012,0,1,0,0,0,10.1,-107.1,38,70.7,-15,24,15,2,5
2025-02-05 18:07:08,2,1,74775,8662,14,5,0,0,5.2,-111.9,38,71.5,-15,23,2.8,2,2.8,4,15,2,5
2025-02-05 18:07:09,5,1,43925,70425,18,17,2,0,13.6,-101.1,38,69.6,-15,14.3,4.5,1,1.842,3,11,2,5
2025-02-05 18:07:09,3,1,27750,79062,11,14,0,0,7.5,-106.4,38,70,-14,24,3,1,2.188,4,15,2,5
2025-02-05 18:07:09,2,1,72287,8262,13,5,0,0,1.7,-112.6,38,73.9,-15,23,2,2,3,5,15,2,5
2025-02-05 18:07:09,5,1,52662,78812,20,16,3,0,15.6,-99.3,38,65.4,-15,14.4,4.2,1,1.684,3,11,2,5
2025-02-05 18:07:09,3,1,6025,0,2,0,0,0,7.5,-106.4,38,70,-14,24,15,2,5
2025-02-05 18:07:09,2,1,79150,11887,14,7,1,0,2.2,-112.2,38,68.4,-15,23,1,2,2.143,3,15,2,5
2025-02-05 18:07:10,5,1,43987,65912,16,15,3,0,14.5,-99.9,38,68.1,-15,14.1,5.5,1,1.875,3,11,2,5
2025-02-05 18:07:10,3,1,3012,0,1,0,0,0,7.5,-106.4,38,70,-14,24,15,2,5
2025-02-05 18:07:10,2,1,79900,31600,16,11,0,0,3,-112.1,38,72.7,-15,23,1.9,2,2.636,4,15,2,5
2025-02-05 18:07:10,5,1,42875,68425,18,15,3,0,11.3,-102.9,36,66.8,-13,14.2,6,1,2.118,5,10,2,5
2025-02-05 18:07:10,3,1,3012,0,1,0,0,0,7.5,-106.4,38,70,-14,24,15,2,5
2025-02-05 18:07:10,2,1,71925,6500,12,4,0,0,4.8,-110.3,38,72.7,-15,23,1.8,2,2.5,3,15,2,5
